,segment_id,segment_id_secondary,synapse_id,prepost,synapse_x,synapse_y,synapse_z,synapse_size
0,864691134917511946,864691131890533202,74184144,postsyn,130294,142230,26219,440
1,864691134917511946,864691131971669827,75022036,postsyn,129722,172364,24745,8428
2,864691134917511946,864691132108273063,70508178,postsyn,129296,134025,26165,26588
3,864691134917511946,864691132292869029,104897939,postsyn,145174,190248,26715,4500
4,864691134917511946,864691132404296761,67503404,postsyn,126052,183560,25913,2396
5,864691134917511946,864691132448620289,83757375,postsyn,132266,184357,27220,792
6,864691134917511946,864691132448885986,81879205,postsyn,132350,187326,24602,2812
7,864691134917511946,864691132524569688,74491454,postsyn,128278,174972,24520,3312
8,864691134917511946,864691132578661107,119767826,postsyn,151342,181682,27099,7276
9,864691134917511946,864691132632708987,82894570,postsyn,133778,189160,24217,2184
10,864691134917511946,864691132646297110,90001775,postsyn,134846,176408,26007,1324
11,864691134917511946,864691132649021215,96973975,postsyn,140588,187914,24392,2376
12,864691134917511946,864691132659234820,86872814,postsyn,135814,183604,27024,3392
13,864691134917511946,864691132672457508,77373425,postsyn,121688,94204,25814,16032
14,864691134917511946,864691132703240825,64450653,postsyn,125834,101934,26212,5896
15,864691134917511946,864691132721417963,113484776,postsyn,148112,192828,25012,812
16,864691134917511946,864691132737413814,105105514,postsyn,143982,184224,24620,2788
17,864691134917511946,864691132813977375,97776816,presyn,140216,184372,27580,6844
18,864691134917511946,864691132833018087,112225436,postsyn,150288,175970,27277,3464
19,864691134917511946,864691132845763094,80547216,postsyn,134398,168488,26035,2452
20,864691134917511946,864691132849722259,113484863,postsyn,148212,192896,24973,1512
21,864691134917511946,864691132853769867,105007431,postsyn,146826,181584,25776,14052
22,864691134917511946,864691132881132553,88848544,postsyn,135544,171954,25867,3104
23,864691134917511946,864691132892156899,113485004,postsyn,148376,192576,24848,4584
24,864691134917511946,864691132953950558,75239405,postsyn,127255,183824,25769,23332
25,864691134917511946,864691132992196147,72464708,postsyn,128788,111646,26301,1024
26,864691134917511946,864691133001299616,89948742,postsyn,137184,180808,25334,332
27,864691134917511946,864691133102445091,106764997,postsyn,146744,190702,25797,3396
28,864691134917511946,864691133113441740,90296831,postsyn,135508,205552,23445,2888
29,864691134917511946,864691133130246335,120215461,postsyn,154412,195500,26830,6516
30,864691134917511946,864691133130697388,78417047,presyn,131876,205308,25558,37640
31,864691134917511946,864691133220798824,120215819,postsyn,154942,195458,26766,7572
32,864691134917511946,864691133223016951,96891609,presyn,139306,187910,27655,636
33,864691134917511946,864691133232121175,132997780,postsyn,161970,199164,26718,1960
34,864691134917511946,864691133288375952,83710460,postsyn,132028,196932,23979,3816
35,864691134917511946,864691133338497743,82080191,postsyn,133864,187374,24506,6812
36,864691134917511946,864691133341961866,96893241,presyn,140250,187440,27629,1916
37,864691134917511946,864691133374758553,120272251,postsyn,153702,195554,26860,3000
38,864691134917511946,864691133449394202,113611054,postsyn,148324,192514,25152,1236
39,864691134917511946,864691133450386509,81260209,postsyn,132388,154313,26144,27392
40,864691134917511946,864691133457325901,75022473,postsyn,130090,172150,24619,1152
41,864691134917511946,864691133463481677,92264181,postsyn,137415,191874,22635,16352
42,864691134917511946,864691133468094020,100816967,postsyn,143106,165336,25016,9808
43,864691134917511946,864691133482528443,90394454,presyn,137402,188738,27601,2656
44,864691134917511946,864691133516477857,71134929,postsyn,129786,106200,26318,6284
45,864691134917511946,864691133518271075,62424669,postsyn,123764,96596,26038,29196
46,864691134917511946,864691133527196996,81772073,postsyn,131272,143168,26237,4824
47,864691134917511946,864691133562924482,78528402,postsyn,131348,192406,24432,2860
48,864691134917511946,864691133565349185,73995652,postsyn,126393,186850,27011,2384
49,864691134917511946,864691133572471645,78294082,postsyn,131010,192060,24623,3064
50,864691134917511946,864691133591316379,96966295,postsyn,142562,189272,23616,6700
51,864691134917511946,864691133596432455,83012576,postsyn,133326,202142,23640,3504
52,864691134917511946,864691133612757428,75240600,postsyn,128730,184820,25662,3744
53,864691134917511946,864691133617484516,82723387,postsyn,134424,174040,24269,4480
54,864691134917511946,864691133635844246,102965356,postsyn,143206,180652,26211,10312
55,864691134917511946,864691133635845782,102966247,postsyn,143638,180446,26230,4936
56,864691134917511946,864691133637565393,70508795,postsyn,129882,130036,26285,6128
57,864691134917511946,864691133637629795,63113205,postsyn,125380,182698,25977,11996
58,864691134917511946,864691133641441851,100817262,postsyn,143472,164280,24972,3640
59,864691134917511946,864691133645767762,72982832,postsyn,129813,122541,26238,6704
60,864691134917511946,864691133646269758,89272181,postsyn,135510,188786,25139,4216
61,864691134917511946,864691133651396748,97778237,presyn,141994,187134,27603,14228
62,864691134917511946,864691133661095343,69269222,postsyn,129632,98698,26665,5280
63,864691134917511946,864691133661276335,69269194,postsyn,129548,98742,26626,11188
64,864691134917511946,864691133663613349,93734510,presyn,141874,166720,25062,5536
65,864691134917511946,864691133673798118,99612983,presyn,140944,192064,25870,816
66,864691134917511946,864691133678375669,86646834,postsyn,136652,191926,23544,1900
67,864691134917511946,864691133678809192,112203574,postsyn,147264,187780,27665,13804
68,864691134917511946,864691133688765520,112173493,postsyn,150092,188032,24873,1400
69,864691134917511946,864691133690882915,105780407,postsyn,143605,176355,26704,23884
70,864691134917511946,864691133690981731,105780632,postsyn,144064,176142,26629,4004
71,864691134917511946,864691133698785627,103696506,postsyn,146534,190436,23164,3036
72,864691134917511946,864691133699810037,83443937,postsyn,134030,188244,24311,5224
73,864691134917511946,864691133707088475,112387738,postsyn,150329,174904,27263,18044
74,864691134917511946,864691133714075650,82126722,postsyn,133658,173759,25535,2776
75,864691134917511946,864691133719536215,73633309,postsyn,128780,172626,24297,1864
76,864691134917511946,864691133722428264,92106688,postsyn,135541,184132,26558,2736
77,864691134917511946,864691133726503306,113486548,postsyn,149296,194216,24822,1832
78,864691134917511946,864691133730393355,97179895,postsyn,142016,181248,25859,3168
79,864691134917511946,864691133739772524,75022464,postsyn,130084,172320,24764,4444
80,864691134917511946,864691133740273100,74319215,postsyn,127108,183098,25871,2236
81,864691134917511946,864691133742320235,105193148,postsyn,144692,188954,25020,13840
82,864691134917511946,864691133753513104,74491393,postsyn,128230,172794,24301,3076
83,864691134917511946,864691133780409697,90157181,postsyn,134981,204451,23591,2156
84,864691134917511946,864691133791627109,106329019,postsyn,144402,184945,24468,7392
85,864691134917511946,864691133792590006,99589892,postsyn,141335,176213,26412,17312
86,864691134917511946,864691133823910209,46104036,presyn,113097,209295,25396,1108
87,864691134917511946,864691133834809583,83011849,postsyn,132418,200454,23726,216
88,864691134917511946,864691133862652216,89722203,postsyn,135324,190564,23963,1588
89,864691134917511946,864691133865924913,104701391,postsyn,145866,182354,25552,9924
90,864691134917511946,864691133865993265,103594668,postsyn,145830,182826,25250,3952
91,864691134917511946,864691133869085963,96987586,postsyn,141270,188366,24007,11700
92,864691134917511946,864691133869592106,122510210,postsyn,158120,198226,26649,7104
93,864691134917511946,864691133874071676,45834501,presyn,111574,203582,25235,8108
94,864691134917511946,864691133874372191,120270803,postsyn,151583,194517,26948,28944
95,864691134917511946,864691133881102100,89948994,postsyn,137946,180158,25333,3624
96,864691134917511946,864691133886825047,81771881,postsyn,131046,145393,26160,1500
97,864691134917511946,864691133899813649,83012750,postsyn,133651,202346,23576,16576
98,864691134917511946,864691133899821073,83012537,postsyn,133272,202896,23547,2236
99,864691134917511946,864691133901215462,110383768,postsyn,149849,185938,23968,15316
100,864691134917511946,864691133905213210,83443687,postsyn,133794,188102,24409,2304
101,864691134917511946,864691133912166284,105006048,postsyn,144716,182084,25759,12052
102,864691134917511946,864691133912594289,118546430,postsyn,152538,184978,27652,7332
103,864691134917511946,864691133915118900,97267653,postsyn,141374,171930,25238,4144
104,864691134917511946,864691133923445912,77759517,postsyn,134044,162556,26208,2172
105,864691134917511946,864691133926707346,97723920,presyn,139962,187076,27675,2680
106,864691134917511946,864691133933031706,90157113,postsyn,134912,204676,23532,2780
107,864691134917511946,864691133937720806,90299045,postsyn,137128,205896,23427,8968
108,864691134917511946,864691133941481726,62423585,postsyn,122464,96188,26006,8112
109,864691134917511946,864691133941994803,105782863,postsyn,146746,176092,26765,4772
110,864691134917511946,864691133942049645,97423979,postsyn,141842,188341,26608,5912
111,864691134917511946,864691133951629130,55277942,presyn,114920,209494,25427,2992
112,864691134917511946,864691133980368731,74493247,postsyn,129896,172636,24514,5352
113,864691134917511946,864691133980379227,74964491,postsyn,129668,172412,24903,3960
114,864691134917511946,864691133984249303,97268141,postsyn,141898,171604,25217,2868
115,864691134917511946,864691133993950664,83012423,postsyn,133148,201502,23643,15948
116,864691134917511946,864691134017110066,71130500,postsyn,127368,108882,26166,19376
117,864691134917511946,864691134017199922,71130432,postsyn,127301,106616,26160,1252
118,864691134917511946,864691134024357474,122508699,postsyn,155744,196840,26786,3584
119,864691134917511946,864691134024357986,122508586,postsyn,155554,196570,26813,4396
120,864691134917511946,864691134032780562,104701055,postsyn,145492,182632,25393,5936
121,864691134917511946,864691134034650163,83386541,postsyn,131673,184203,25684,8540
122,864691134917511946,864691134042800825,81259901,postsyn,131978,151658,26182,7152
123,864691134917511946,864691134042800825,81260073,postsyn,132156,152294,26190,2484
124,864691134917511946,864691134046766488,71186687,postsyn,129806,104076,26369,2872
125,864691134917511946,864691134055768998,132997857,postsyn,162130,199472,26651,5072
126,864691134917511946,864691134063019488,83619022,postsyn,131564,194454,24081,3340
127,864691134917511946,864691134063044820,122508940,postsyn,156120,197326,26768,3312
128,864691134917511946,864691134063232900,71668295,postsyn,129536,119200,26228,3088
129,864691134917511946,864691134065171764,97428899,postsyn,140876,188024,24173,3924
130,864691134917511946,864691134065176628,97428923,postsyn,140930,188052,24246,3528
131,864691134917511946,864691134065670016,89529090,postsyn,135358,172386,25797,8332
132,864691134917511946,864691134065696384,89528925,postsyn,135161,172291,25743,2080
133,864691134917511946,864691134068795018,91119512,postsyn,135306,174392,24184,2132
134,864691134917511946,864691134071268599,110419825,postsyn,147352,180746,26716,9728
135,864691134917511946,864691134084920425,103695364,postsyn,145226,190058,23227,1472
136,864691134917511946,864691134085720853,112988926,postsyn,149956,194658,24657,3484
137,864691134917511946,864691134085747989,112989178,postsyn,150292,195556,24555,3232
138,864691134917511946,864691134086738147,90395460,presyn,138280,188918,27500,992
139,864691134917511946,864691134098061970,63110955,postsyn,123028,181674,26086,2892
140,864691134917511946,864691134124004923,76996242,postsyn,132734,158440,26118,30200
141,864691134917511946,864691134127569528,62381396,postsyn,125866,101304,26223,3900
142,864691134917511946,864691134147331147,89138751,postsyn,136434,190832,23546,196
143,864691134917511946,864691134152932570,84101912,postsyn,133631,186331,25017,656
144,864691134917511946,864691134152939482,82080368,postsyn,134026,187196,24461,28012
145,864691134917511946,864691134152965227,115574014,postsyn,151510,194992,26463,2900
146,864691134917511946,864691134152965483,115573867,postsyn,151280,195098,26462,6580
147,864691134917511946,864691134154179641,55755845,presyn,117986,208918,25276,692
148,864691134917511946,864691134177566636,62379885,postsyn,124236,98602,26168,6496
149,864691134917511946,864691134179760903,96966387,postsyn,142664,188978,23669,2452
150,864691134917511946,864691134179760903,96966424,postsyn,142692,188774,23670,2012
151,864691134917511946,864691134180101283,67548375,postsyn,122974,186196,27093,1956
152,864691134917511946,864691134189177088,62379800,postsyn,124056,97838,26102,2800
153,864691134917511946,864691134194909526,63110638,postsyn,122606,180438,26070,24008
154,864691134917511946,864691134197321342,81916589,postsyn,133042,182734,25283,4260
155,864691134917511946,864691134199237353,90296731,postsyn,135384,204826,23502,6704
156,864691134917511946,864691134209415330,91608027,postsyn,138370,176650,25144,22376
157,864691134917511946,864691134212868875,45836041,presyn,113212,202990,25234,3848
158,864691134917511946,864691134217450713,105105224,postsyn,143558,183882,24577,1604
159,864691134917511946,864691134229200523,119923545,postsyn,152228,183114,27281,10580
160,864691134917511946,864691134259078224,120271410,postsyn,152524,194778,26903,4164
161,864691134917511946,864691134263186490,91517099,postsyn,135214,184456,27179,3248
162,864691134917511946,864691134270054240,71668266,postsyn,129520,121022,26207,9552
163,864691134917511946,864691134288868276,60790709,presyn,119273,207486,25124,1500
164,864691134917511946,864691134318814392,73232549,postsyn,128690,115158,26220,364
165,864691134917511946,864691134321186993,97356706,postsyn,142294,169758,25170,6664
166,864691134917511946,864691134321502641,97356653,postsyn,142242,167265,25088,3920
167,864691134917511946,864691134322756694,62380676,postsyn,125140,99706,26129,34556
168,864691134917511946,864691134329796238,79860640,postsyn,133474,165296,26022,7924
169,864691134917511946,864691134331592062,122510414,postsyn,158492,198334,26642,2564
170,864691134917511946,864691134364981816,121379713,postsyn,153704,198160,24281,2756
171,864691134917511946,864691134376211172,97283144,postsyn,139464,177996,26330,16256
172,864691134917511946,864691134377277554,89711820,postsyn,137266,184712,26011,5212
173,864691134917511946,864691134382457642,97356441,postsyn,141942,170972,25234,900
174,864691134917511946,864691134388882332,57360969,postsyn,121806,95440,25950,8428
175,864691134917511946,864691134430498942,82894670,postsyn,133902,189882,24066,1072
176,864691134917511946,864691134445165335,111977066,postsyn,149500,192666,25412,428
177,864691134917511946,864691134445327383,112004536,postsyn,149776,193104,26890,14404
178,864691134917511946,864691134462769578,83896350,postsyn,131628,185128,26939,2524
179,864691134917511946,864691134462782890,83897462,postsyn,132356,184616,26971,15032
180,864691134917511946,864691134462782890,83897594,postsyn,132494,184568,26865,4784
181,864691134917511946,864691134462847914,83896611,postsyn,131956,185256,26942,6532
182,864691134917511946,864691134485618675,71186092,postsyn,129254,102218,26441,4416
183,864691134917511946,864691134485787075,122510553,postsyn,158725,198538,26645,416
184,864691134917511946,864691134491719822,48489532,postsyn,111224,186476,25417,2484
185,864691134917511946,864691134495226369,90696058,postsyn,135900,185340,25453,5140
186,864691134917511946,864691134502429337,74183772,postsyn,129936,140572,26161,4364
187,864691134917511946,864691134505336481,71135286,postsyn,130168,107630,26306,4132
188,864691134917511946,864691134528066030,125724431,postsyn,155576,188856,24939,22756
189,864691134917511946,864691134543386485,56764695,presyn,120720,92647,25723,632
190,864691134917511946,864691134564217322,83013104,postsyn,134166,202840,23625,9704
191,864691134917511946,864691134571990726,90695534,postsyn,135186,184362,25463,13332
192,864691134917511946,864691134598225119,118596049,postsyn,154388,189680,24890,3672
193,864691134917511946,864691134599944896,80546287,postsyn,134064,168610,26009,25892
194,864691134917511946,864691134617373379,96965709,postsyn,141902,188888,23731,23260
195,864691134917511946,864691134623545801,48494236,postsyn,113056,185498,25398,3532
196,864691134917511946,864691134624311181,97777166,presyn,140500,186720,27623,2728
197,864691134917511946,864691134624311437,97777292,presyn,140715,186601,27619,3448
198,864691134917511946,864691134624317325,97723870,postsyn,139890,187222,27674,300
199,864691134917511946,864691134627147977,48489518,postsyn,111200,186030,25424,876
200,864691134917511946,864691134631863923,72464024,postsyn,128052,111434,26183,1296
201,864691134917511946,864691134638860968,510786559,postsyn,116190,186072,25409,7240
202,864691134917511946,864691134641906772,91418606,postsyn,138174,189420,26129,2520
203,864691134917511946,864691134653323771,71187374,postsyn,130392,103562,26351,220
204,864691134917511946,864691134660881403,71186283,postsyn,129468,102470,26410,4744
205,864691134917511946,864691134667328084,97574277,postsyn,139344,187286,24389,6940
206,864691134917511946,864691134667476564,94034759,postsyn,140564,186420,26694,19316
207,864691134917511946,864691134673967132,112171421,postsyn,147544,188288,24949,1880
208,864691134917511946,864691134673967388,112171141,postsyn,147236,188708,24965,3804
209,864691134917511946,864691134681739905,112101302,postsyn,149016,175474,26987,6056
210,864691134917511946,864691134706614389,104701412,postsyn,145864,181890,25578,3536
211,864691134917511946,864691134706631285,104701267,postsyn,145708,182428,25367,6008
212,864691134917511946,864691134734868858,510786058,postsyn,115662,185154,25430,8788
213,864691134917511946,864691134735991162,510784522,postsyn,114150,185354,25446,10136
214,864691134917511946,864691134736005242,48492593,postsyn,112560,186492,25436,6432
215,864691134917511946,864691134742836780,83757473,postsyn,132372,184944,27268,1896
216,864691134917511946,864691134753711518,112988562,postsyn,149556,194352,24745,2040
