,segment_id,segment_id_secondary,synapse_id,prepost,synapse_x,synapse_y,synapse_z,synapse_size
0,864691135567721964,864691131808917685,126350506,postsyn,159015,163866,21373,4248
1,864691135567721964,864691131817266592,133926944,postsyn,162210,185292,22676,3708
2,864691135567721964,864691132002312394,133375145,postsyn,161962,212462,22829,7716
3,864691135567721964,864691132049643177,73532781,postsyn,128892,207884,23301,11496
4,864691135567721964,864691132146704984,167829877,postsyn,180030,206188,22035,5436
5,864691135567721964,864691132152146007,105648824,postsyn,143104,201570,22082,7980
6,864691135567721964,864691132237699052,137834677,postsyn,163650,222810,22946,2032
7,864691135567721964,864691132249048175,133926131,postsyn,161082,186838,22749,5332
8,864691135567721964,864691132301234455,104752572,postsyn,146710,190926,22260,7528
9,864691135567721964,864691132301234711,104752446,presyn,146572,191012,22260,1324
10,864691135567721964,864691132307052794,146487059,postsyn,167732,173500,21992,3948
11,864691135567721964,864691132317921855,90129520,presyn,137978,181084,22914,1592
12,864691135567721964,864691132406471510,158178982,postsyn,175822,189274,26355,2696
13,864691135567721964,864691132410539851,154926795,postsyn,173840,184322,22572,5796
14,864691135567721964,864691132415205823,134311678,postsyn,160900,187750,22081,2700
15,864691135567721964,864691132474028271,96693844,postsyn,141018,181102,22202,10076
16,864691135567721964,864691132512658936,129265231,postsyn,159630,165824,21576,9908
17,864691135567721964,864691132527566311,127248491,postsyn,157448,190218,21485,1740
18,864691135567721964,864691132540381714,66225125,presyn,123808,178640,23539,2188
19,864691135567721964,864691132545642160,513036446,postsyn,121492,200322,23253,13828
20,864691135567721964,864691132564601546,90037862,presyn,137454,181248,23026,1348
21,864691135567721964,864691132582214018,159674463,presyn,176006,188958,21389,4724
22,864691135567721964,864691132610226398,125036532,postsyn,155112,178466,22583,3428
23,864691135567721964,864691132612900895,72177638,presyn,128808,180124,23007,2024
24,864691135567721964,864691132649285547,92016166,postsyn,136890,178806,22265,3240
25,864691135567721964,864691132663963337,134529221,postsyn,161489,207750,22663,1520
26,864691135567721964,864691132699813882,85013825,presyn,132700,203862,22814,6568
27,864691135567721964,864691132702913954,54422709,presyn,115153,171021,23302,236
28,864691135567721964,864691132711316552,104431602,presyn,146244,172772,24002,728
29,864691135567721964,864691132733706682,127115598,postsyn,155398,194956,24060,7060
30,864691135567721964,864691132769845394,152698841,postsyn,171756,193542,22212,388
