,segment_id,segment_id_secondary,synapse_id,prepost,synapse_x,synapse_y,synapse_z,synapse_size
0,74875092987018534,12345,0,presyn,1223321.25,1212108.875,102275.109375,100
1,74875092987018534,12345,1,postsyn,1222530.0,1211520.125,104375.1953125,100
2,74875092987018534,12345,2,postsyn,1222733.5,1211840.625,104688.375,100
3,74875092987018534,12345,3,presyn,1223999.875,1211189.75,107524.859375,100
4,74875092987018534,12345,4,postsyn,1226070.125,1212608.5,110681.8671875,100
5,74875092987018534,12345,5,presyn,1224659.875,1213170.125,111675.046875,100
6,74875092987018534,12345,6,presyn,1225590.0,1212839.875,113024.96875,100
7,74875092987018534,12345,7,presyn,1225320.0,1213469.875,114374.890625,100
8,74875092987018534,12345,8,postsyn,1226831.25,1214572.375,115476.75,100
9,74875092987018534,12345,9,postsyn,1227164.5,1216214.5,118575.0625,100
10,74875092987018534,12345,10,postsyn,1226850.125,1216020.0,118824.9609375,100
11,74875092987018534,12345,11,postsyn,1223400.125,1211070.0,101624.90625,100
12,74875092987018534,12345,12,postsyn,1227119.875,1216470.125,118425.125,100
13,74875092987018534,12345,13,postsyn,1227150.0,1216439.875,118425.125,100
14,74875092987018534,12345,14,presyn,1227298.625,1216165.375,118310.03125,100
15,74875092987018534,12345,15,postsyn,1226970.125,1216619.875,119224.8046875,100
16,74875092987018534,12345,16,postsyn,1226669.875,1216500.0,118175.21875,100
17,74875092987018534,12345,17,postsyn,1226520.125,1216740.0,119150.0625,100
18,74875092987018534,12345,18,postsyn,1226655.0,1216740.0,119412.34375,100
19,74875092987018534,12345,19,postsyn,1227140.25,1216740.0,119486.625,100
20,74875092987018534,12345,20,postsyn,1227052.625,1216740.0,119324.765625,100
21,74875092987018534,12345,21,postsyn,1227119.875,1216740.0,118574.1484375,100
22,74875092987018534,12345,22,postsyn,1227141.625,1216740.0,118314.6171875,100
23,74875092987018534,12345,23,postsyn,1226729.875,1216740.0,118425.125,100
24,74875092987018534,12345,24,presyn,1226563.0,1216740.0,118637.421875,100
25,74875092987018534,12345,25,postsyn,1226520.125,1215870.0,118425.125,100
26,74875092987018534,12345,26,presyn,1226970.125,1215960.0,117924.859375,100
27,74875092987018534,12345,27,postsyn,1226791.625,1216080.125,117557.1171875,100
28,74875092987018534,12345,28,presyn,1223369.875,1210859.875,101624.90625,100
29,74875092987018534,12345,29,presyn,1223713.0,1211027.25,101800.0703125,100
30,74875092987018534,12345,30,postsyn,1226760.0,1215796.625,118013.8203125,100
31,74875092987018534,12345,31,presyn,1226549.875,1215780.125,117075.1953125,100
32,74875092987018534,12345,32,postsyn,1226310.0,1215359.875,117525.0234375,100
33,74875092987018534,12345,33,presyn,1226640.125,1215570.0,117075.1953125,100
34,74875092987018534,12345,34,presyn,1226190.125,1215269.875,117449.8203125,100
35,74875092987018534,12345,35,presyn,1226434.0,1215244.0,117305.3828125,100
36,74875092987018534,12345,36,presyn,1225980.0,1215330.0,116724.8828125,100
37,74875092987018534,12345,37,postsyn,1226070.125,1215419.875,116474.9765625,100
38,74875092987018534,12345,38,postsyn,1227030.125,1214713.375,116314.03125,100
39,74875092987018534,12345,39,presyn,1226070.125,1215359.875,116425.0,100
40,74875092987018534,12345,40,presyn,1226520.125,1215029.875,116275.0546875,100
41,74875092987018534,12345,41,postsyn,1226130.125,1214670.125,116500.1953125,100
42,74875092987018534,12345,42,presyn,1226400.125,1214610.0,115824.7734375,100
43,74875092987018534,12345,43,presyn,1226430.0,1214549.875,116149.875,100
44,74875092987018534,12345,44,presyn,1226010.125,1214520.125,116125.1171875,100
45,74875092987018534,12345,45,presyn,1225860.0,1214670.125,116225.078125,100
46,74875092987018534,12345,46,postsyn,1226700.0,1214379.875,115642.28125,100
47,74875092987018534,12345,47,postsyn,1226130.125,1214280.125,115824.7734375,100
48,74875092987018534,12345,48,postsyn,1225680.125,1214729.875,115774.796875,100
49,74875092987018534,12345,49,postsyn,1226219.875,1214850.0,115574.875,100
50,74875092987018534,12345,50,presyn,1226461.625,1214534.25,115213.09375,100
51,74875092987018534,12345,51,postsyn,1226460.125,1214310.0,114975.1171875,100
52,74875092987018534,12345,52,postsyn,1226430.0,1214249.875,114949.8984375,100
53,74875092987018534,12345,53,presyn,1226159.875,1214430.125,114775.1953125,100
54,74875092987018534,12345,54,presyn,1225920.0,1213469.875,114925.1328125,100
55,74875092987018534,12345,55,presyn,1225607.5,1214532.625,115188.7890625,100
56,74875092987018534,12345,56,presyn,1225829.875,1214520.125,114775.1953125,100
57,74875092987018534,12345,57,presyn,1226006.5,1214302.5,114648.640625,100
58,74875092987018534,12345,58,presyn,1226159.875,1214255.75,114820.1328125,100
59,74875092987018534,12345,59,postsyn,1225530.0,1213469.875,115049.859375,100
60,74875092987018534,12345,60,presyn,1225260.0,1213710.25,115125.0546875,100
61,74875092987018534,12345,61,presyn,1225680.125,1214070.0,115324.9765625,100
62,74875092987018534,12345,62,presyn,1225889.875,1213289.875,114650.015625,100
63,74875092987018534,12345,63,postsyn,1225530.0,1213260.125,114925.1328125,100
64,74875092987018534,12345,64,postsyn,1222577.25,1211639.875,101414.4453125,100
65,74875092987018534,12345,65,postsyn,1225559.875,1214009.875,115175.0390625,100
66,74875092987018534,12345,66,postsyn,1222589.875,1211639.875,101375.0078125,100
