,segment_id,segment_id_secondary,synapse_id,prepost,synapse_x,synapse_y,synapse_z,synapse_size
0,75086130432907868,12345,0,postsyn,1320479.625,1198169.875,96525.0625,100
1,75086130432907868,12345,1,postsyn,1319369.875,1199400.0,96275.15625,100
2,75086130432907868,12345,2,presyn,1314868.75,1200367.375,91880.109375,100
3,75086130432907868,12345,3,presyn,1312006.125,1200424.375,88742.3671875,100
4,75086130432907868,12345,4,postsyn,1311798.0,1200420.0,88685.046875,100
5,75086130432907868,12345,5,postsyn,1311659.875,1200330.125,88774.921875,100
6,75086130432907868,12345,6,postsyn,1311750.125,1200120.0,88724.9453125,100
7,75086130432907868,12345,7,postsyn,1311353.125,1201283.375,88974.84375,100
8,75086130432907868,12345,8,postsyn,1311017.0,1201050.0,89360.9296875,100
9,75086130432907868,12345,9,postsyn,1311359.625,1201350.125,89625.046875,100
10,75086130432907868,12345,10,presyn,1319789.875,1198499.75,96225.1796875,100
11,75086130432907868,12345,11,presyn,1311750.125,1200599.875,89475.1015625,100
12,75086130432907868,12345,12,presyn,1312139.75,1200510.0,88974.84375,100
13,75086130432907868,12345,13,postsyn,1311810.0,1201110.125,89050.046875,100
14,75086130432907868,12345,14,presyn,1320030.25,1198448.75,96599.796875,100
15,75086130432907868,12345,15,postsyn,1311917.75,1201319.875,89225.203125,100
16,75086130432907868,12345,16,postsyn,1312110.25,1200991.875,89902.0,100
17,75086130432907868,12345,17,presyn,1312300.875,1200790.375,89416.4140625,100
18,75086130432907868,12345,18,presyn,1312730.125,1200660.0,90092.2890625,100
19,75086130432907868,12345,19,postsyn,1312709.875,1200720.125,90024.8828125,100
20,75086130432907868,12345,20,presyn,1312709.875,1201050.0,89649.8046875,100
21,75086130432907868,12345,21,presyn,1312800.125,1200718.125,90475.1640625,100
22,75086130432907868,12345,22,postsyn,1312995.375,1201143.5,90351.8203125,100
23,75086130432907868,12345,23,postsyn,1313010.125,1200929.875,90599.8828125,100
24,75086130432907868,12345,24,postsyn,1312951.125,1200545.75,90055.609375,100
25,75086130432907868,12345,25,presyn,1313627.125,1201079.875,90604.015625,100
26,75086130432907868,12345,26,presyn,1313910.0,1200810.125,90399.96875,100
27,75086130432907868,12345,27,presyn,1313609.625,1200810.125,90900.2265625,100
28,75086130432907868,12345,28,postsyn,1313700.875,1200279.875,90671.421875,100
29,75086130432907868,12345,29,postsyn,1314809.75,1200599.875,90974.96875,100
30,75086130432907868,12345,30,postsyn,1314541.75,1200421.625,91754.4765625,100
31,75086130432907868,12345,31,postsyn,1314767.375,1200724.0,91693.9453125,100
32,75086130432907868,12345,32,presyn,1314990.375,1200720.125,91736.1328125,100
33,75086130432907868,12345,33,postsyn,1315560.5,1200030.0,91725.125,100
34,75086130432907868,12345,34,presyn,1315388.25,1200120.0,91943.390625,100
35,75086130432907868,12345,35,presyn,1315649.75,1200149.875,91649.9296875,100
36,75086130432907868,12345,36,presyn,1315410.25,1200599.875,92224.9296875,100
37,75086130432907868,12345,37,postsyn,1315859.75,1200030.0,92274.9140625,100
38,75086130432907868,12345,38,postsyn,1315770.375,1200059.875,92224.9296875,100
39,75086130432907868,12345,39,postsyn,1316339.625,1200209.875,92374.8671875,100
40,75086130432907868,12345,40,presyn,1316429.875,1200599.875,92875.1328125,100
41,75086130432907868,12345,41,postsyn,1316312.0,1200504.875,92957.6640625,100
42,75086130432907868,12345,42,postsyn,1316580.0,1200330.125,92825.1484375,100
43,75086130432907868,12345,43,postsyn,1316370.0,1200149.875,93099.8125,100
44,75086130432907868,12345,44,presyn,1319940.0,1199010.0,95774.8984375,100
45,75086130432907868,12345,45,presyn,1316489.75,1199880.0,92825.1484375,100
46,75086130432907868,12345,46,presyn,1316587.375,1200315.625,93065.421875,100
47,75086130432907868,12345,47,presyn,1319670.125,1198799.875,95824.875,100
48,75086130432907868,12345,48,postsyn,1317210.0,1200000.125,93774.7734375,100
49,75086130432907868,12345,49,postsyn,1317630.0,1200000.125,93925.171875,100
50,75086130432907868,12345,50,presyn,1317261.625,1199587.75,93474.890625,100
51,75086130432907868,12345,51,postsyn,1317800.375,1199870.125,94374.9921875,100
52,75086130432907868,12345,52,postsyn,1317990.125,1199880.0,94374.9921875,100
53,75086130432907868,12345,53,presyn,1317840.0,1199790.0,93624.8359375,100
54,75086130432907868,12345,54,presyn,1318410.125,1199819.875,94474.953125,100
55,75086130432907868,12345,55,postsyn,1318368.625,1199819.875,94574.9140625,100
56,75086130432907868,12345,56,presyn,1317870.375,1199400.0,94624.4375,100
57,75086130432907868,12345,57,presyn,1318350.25,1199640.0,94125.09375,100
58,75086130432907868,12345,58,presyn,1319250.125,1198949.875,97250.0,100
59,75086130432907868,12345,59,presyn,1317990.125,1199575.625,94678.546875,100
60,75086130432907868,12345,60,presyn,1319392.875,1198980.125,97250.0,100
61,75086130432907868,12345,61,presyn,1318873.375,1199560.25,95374.59375,100
62,75086130432907868,12345,62,postsyn,1319508.0,1199298.25,95055.4609375,100
63,75086130432907868,12345,63,postsyn,1319405.75,1199124.25,95384.6875,100
64,75086130432907868,12345,64,presyn,1319730.0,1199279.875,95874.859375,100
65,75086130432907868,12345,65,postsyn,1319550.375,1199400.0,96074.78125,100
66,75086130432907868,12345,66,postsyn,1319310.0,1199340.0,96175.1953125,100
67,75086130432907868,12345,67,postsyn,1319248.25,1198921.25,95991.78125,100
68,75086130432907868,12345,68,postsyn,1319369.875,1198920.125,95824.875,100
69,75086130432907868,12345,69,postsyn,1319867.25,1199220.125,95910.625,100
70,75086130432907868,12345,70,presyn,1319250.125,1198740.125,97224.78125,100
71,75086130432907868,12345,71,presyn,1319550.375,1199039.875,96824.9375,100
72,75086130432907868,12345,72,presyn,1319789.875,1199160.0,96475.078125,100
73,75086130432907868,12345,73,presyn,1320218.125,1198859.625,97168.3828125,100
74,75086130432907868,12345,74,postsyn,1319310.0,1199039.875,97224.78125,100
75,75086130432907868,12345,75,postsyn,1319970.375,1198980.125,96575.0390625,100
76,75086130432907868,12345,76,presyn,1319489.625,1198920.125,95724.9140625,100
77,75086130432907868,12345,77,postsyn,1322706.75,1198261.375,102304.4140625,100
78,75086130432907868,12345,78,postsyn,1322058.375,1198530.0,104000.0703125,100
79,75086130432907868,12345,79,presyn,1323299.875,1198110.125,104974.9140625,100
80,75086130432907868,12345,80,presyn,1323763.125,1198552.5,108755.984375,100
81,75086130432907868,12345,81,presyn,1324889.625,1198380.0,111824.9453125,100
82,75086130432907868,12345,82,presyn,1326191.0,1197765.375,117358.53125,100
